competition,season,match_id,kick_off,team,goals_scored,goals_conceded,competition_stage,goal_difference,winner,goals_scored_HT,goals_conceded_HT,Advantage_HT,Stoppage_Time_Goals_HT,Losing_HT,Stoppage_Time_Goals,Goals_Scored_Midfielders,Goals_Scored_Forwards,Goals_Scored_Defenders,Goals_Scored_Goalkeepers
International - FIFA World Cup,2022,3869519,21:00:00.000,Croatia,0,3,Semi-finals,-3,0,0,2,-2,0,1,0,0,0,0,0
International - FIFA World Cup,2022,3869552,21:00:00.000,France,2,0,Semi-finals,2,1,1,0,1,0,0,0,0,1,1,0
International - FIFA World Cup,2022,3869552,21:00:00.000,Morocco,0,2,Semi-finals,-2,0,0,1,-1,0,1,0,0,0,0,0
International - FIFA World Cup,2022,3869684,17:00:00.000,Morocco,1,2,3rd Place Final,-1,0,1,2,-1,0,1,0,0,0,1,0
International - FIFA World Cup,2022,3869684,17:00:00.000,Croatia,2,1,3rd Place Final,1,1,2,1,1,0,0,0,0,1,1,0
International - FIFA World Cup,2022,3869685,17:00:00.000,Argentina,3,3,Final,0,0,2,0,2,0,0,0,2,4,1,0
International - FIFA World Cup,2022,3869685,17:00:00.000,France,3,3,Final,0,0,0,2,-2,0,1,0,0,5,0,0
International - Women's World Cup,2023,3893787,10:00:00.000,New Zealand Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2023,3893787,10:00:00.000,Norway Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893788,13:00:00.000,Australia Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - Women's World Cup,2023,3893788,13:00:00.000,Republic of Ireland Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893789,08:00:00.000,Switzerland Women's,2,0,Group Stage,2,1,1,0,1,0,0,0,0,2,0,0
International - Women's World Cup,2023,3893789,08:00:00.000,Philippines Women's,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893790,05:30:00.000,Nigeria Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893790,05:30:00.000,Canada Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893791,10:30:00.000,Spain Women's,3,0,Group Stage,3,1,2,0,2,0,0,0,1,1,0,0
International - Women's World Cup,2023,3893791,10:30:00.000,Costa Rica Women's,0,3,Group Stage,-3,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893792,04:00:00.000,United States Women's,3,0,Group Stage,3,1,1,0,1,0,0,0,1,2,0,0
International - Women's World Cup,2023,3893792,04:00:00.000,Vietnam Women's,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893793,10:00:00.000,Zambia Women's,0,5,Group Stage,-5,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893793,10:00:00.000,Japan Women's,5,0,Group Stage,5,1,1,0,1,0,0,1,0,4,1,0
International - Women's World Cup,2023,3893794,12:30:00.000,England Women's,1,0,Group Stage,1,1,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893794,12:30:00.000,Haiti Women's,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893795,15:00:00.000,China PR Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893795,15:00:00.000,Denmark Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893796,08:00:00.000,Sweden Women's,2,1,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - Women's World Cup,2023,3893796,08:00:00.000,South Africa Women's,1,2,Group Stage,-1,0,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2023,3893797,10:30:00.000,Portugal Women's,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893797,10:30:00.000,Netherlands Women's,1,0,Group Stage,1,1,1,0,1,0,0,0,0,0,1,0
International - Women's World Cup,2023,3893798,13:00:00.000,Jamaica Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893798,13:00:00.000,France Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893799,11:30:00.000,Morocco Women's,0,6,Group Stage,-6,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893799,11:30:00.000,Germany Women's,6,0,Group Stage,6,1,2,0,2,0,0,0,0,4,0,0
International - Women's World Cup,2023,3893800,09:00:00.000,Argentina Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893800,09:00:00.000,Italy Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893801,14:00:00.000,Brazil Women's,4,0,Group Stage,4,1,2,0,2,0,0,0,0,1,0,0
International - Women's World Cup,2023,3893801,14:00:00.000,Panama Women's,0,4,Group Stage,-4,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893802,05:00:00.000,Colombia Women's,2,0,Group Stage,2,1,2,0,2,0,0,0,1,1,0,0
International - Women's World Cup,2023,3893802,05:00:00.000,Korea Republic Women's,0,2,Group Stage,-2,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893803,08:30:00.000,Philippines Women's,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2023,3893803,08:30:00.000,New Zealand Women's,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893804,11:00:00.000,Norway Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893804,11:00:00.000,Switzerland Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893805,08:00:00.000,Costa Rica Women's,0,2,Group Stage,-2,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893805,08:00:00.000,Japan Women's,2,0,Group Stage,2,1,2,0,2,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893806,10:30:00.000,Zambia Women's,0,5,Group Stage,-5,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893806,10:30:00.000,Spain Women's,5,0,Group Stage,5,1,2,0,2,0,0,0,2,3,0,0
International - Women's World Cup,2023,3893807,15:00:00.000,Republic of Ireland Women's,1,2,Group Stage,-1,0,1,0,1,0,0,0,0,0,1,0
International - Women's World Cup,2023,3893807,15:00:00.000,Canada Women's,2,1,Group Stage,1,1,0,1,-1,0,1,0,0,1,0,0
International - Women's World Cup,2023,3893808,04:00:00.000,Netherlands Women's,1,1,Group Stage,0,0,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893808,04:00:00.000,United States Women's,1,1,Group Stage,0,0,0,1,-1,0,1,0,1,0,0,0
International - Women's World Cup,2023,3893809,13:00:00.000,Australia Women's,2,3,Group Stage,-1,0,1,0,1,1,0,2,0,2,0,0
International - Women's World Cup,2023,3893809,13:00:00.000,Nigeria Women's,3,2,Group Stage,1,1,0,1,-1,0,1,0,0,2,1,0
International - Women's World Cup,2023,3893810,10:30:00.000,Portugal Women's,2,0,Group Stage,2,1,2,0,2,0,0,0,1,1,0,0
International - Women's World Cup,2023,3893810,10:30:00.000,Vietnam Women's,0,2,Group Stage,-2,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893811,11:30:00.000,Denmark Women's,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893811,11:30:00.000,England Women's,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2023,3893812,03:00:00.000,South Africa Women's,2,2,Group Stage,0,0,1,0,1,0,0,0,1,1,0,0
International - Women's World Cup,2023,3893812,03:00:00.000,Argentina Women's,2,2,Group Stage,0,0,0,1,-1,0,1,0,2,0,0,0
International - Women's World Cup,2023,3893813,14:00:00.000,China PR Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893813,14:00:00.000,Haiti Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893814,10:30:00.000,Sweden Women's,5,0,Group Stage,5,1,3,0,3,1,0,2,0,3,2,0
International - Women's World Cup,2023,3893814,10:30:00.000,Italy Women's,0,5,Group Stage,-5,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893815,13:00:00.000,France Women's,2,1,Group Stage,1,1,1,0,1,0,0,0,0,1,1,0
International - Women's World Cup,2023,3893815,13:00:00.000,Brazil Women's,1,2,Group Stage,-1,0,0,1,-1,0,1,0,0,1,0,0
International - Women's World Cup,2023,3893816,15:30:00.000,Jamaica Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,0,0,1,0
International - Women's World Cup,2023,3893816,15:30:00.000,Panama Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893817,10:00:00.000,New Zealand Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893817,10:00:00.000,Switzerland Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893818,12:30:00.000,Colombia Women's,2,1,Group Stage,1,1,0,0,0,0,0,1,0,1,1,0
International - Women's World Cup,2023,3893818,12:30:00.000,Germany Women's,1,2,Group Stage,-1,0,0,0,0,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893819,07:30:00.000,Korea Republic Women's,0,1,Group Stage,-1,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893819,07:30:00.000,Morocco Women's,1,0,Group Stage,1,1,1,0,1,0,0,0,0,1,0,0
International - Women's World Cup,2023,3893820,10:00:00.000,Philippines Women's,0,6,Group Stage,-6,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893820,10:00:00.000,Norway Women's,6,0,Group Stage,6,1,3,0,3,0,0,1,1,3,0,0
International - Women's World Cup,2023,3893821,13:00:00.000,Australia Women's,4,0,Group Stage,4,1,2,0,2,0,0,1,0,1,1,0
International - Women's World Cup,2023,3893821,13:00:00.000,Canada Women's,0,4,Group Stage,-4,0,0,2,-2,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893822,10:00:00.000,Japan Women's,4,0,Group Stage,4,1,3,0,3,0,0,0,0,2,0,0
International - Women's World Cup,2023,3893822,10:00:00.000,Spain Women's,0,4,Group Stage,-4,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893823,10:00:00.000,Costa Rica Women's,1,3,Group Stage,-2,0,0,2,-2,0,1,0,0,1,0,0
International - Women's World Cup,2023,3893823,10:00:00.000,Zambia Women's,3,1,Group Stage,2,1,2,0,2,0,0,1,0,1,1,0
International - Women's World Cup,2023,3893824,13:00:00.000,Nigeria Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893824,13:00:00.000,Republic of Ireland Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893825,14:00:00.000,Haiti Women's,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893825,14:00:00.000,Denmark Women's,2,0,Group Stage,2,1,1,0,1,0,0,1,2,0,0,0
International - Women's World Cup,2023,3893826,10:00:00.000,Portugal Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893826,10:00:00.000,United States Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893827,10:00:00.000,Netherlands Women's,7,0,Group Stage,7,1,5,0,5,0,0,0,3,2,2,0
International - Women's World Cup,2023,3893827,10:00:00.000,Vietnam Women's,0,7,Group Stage,-7,0,0,5,-5,0,1,0,0,0,0,0
International - Women's World Cup,2023,3893828,14:00:00.000,China PR Women's,1,6,Group Stage,-5,0,0,3,-3,0,1,0,0,1,0,0
International - Women's World Cup,2023,3893828,14:00:00.000,England Women's,6,1,Group Stage,5,1,3,0,3,0,0,0,2,3,1,0
International - Women's World Cup,2023,3893829,13:00:00.000,Panama Women's,3,6,Group Stage,-3,0,1,3,-2,0,1,0,0,2,1,0
International - Women's World Cup,2023,3893829,13:00:00.000,France Women's,6,3,Group Stage,3,1,3,1,2,0,0,1,1,4,1,0
International - Women's World Cup,2023,3893830,10:00:00.000,Argentina Women's,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893830,10:00:00.000,Sweden Women's,2,0,Group Stage,2,1,0,0,0,0,0,0,1,1,0,0
International - Women's World Cup,2023,3893831,10:00:00.000,Italy Women's,2,3,Group Stage,-1,0,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893831,10:00:00.000,South Africa Women's,3,2,Group Stage,1,1,0,1,-1,0,1,1,0,2,0,0
International - Women's World Cup,2023,3893832,13:00:00.000,Jamaica Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893832,13:00:00.000,Brazil Women's,0,0,Group Stage,0,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3893833,13:00:00.000,Germany Women's,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893833,13:00:00.000,Korea Republic Women's,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893834,13:00:00.000,Morocco Women's,1,0,Group Stage,1,1,0,0,0,0,0,0,1,0,0,0
International - Women's World Cup,2023,3893834,13:00:00.000,Colombia Women's,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3901733,08:00:00.000,Switzerland Women's,1,5,Round of 16,-4,0,0,4,-4,0,1,0,0,0,0,0
International - Women's World Cup,2023,3901733,08:00:00.000,Spain Women's,5,1,Round of 16,4,1,4,0,4,0,0,0,3,1,1,0
International - Women's World Cup,2023,3901734,11:00:00.000,Japan Women's,3,1,Round of 16,2,1,0,1,-1,0,1,0,0,0,1,0
International - Women's World Cup,2023,3901734,11:00:00.000,Norway Women's,1,3,Round of 16,-2,0,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2023,3901735,10:30:00.000,England Women's,0,0,Round of 16,0,0,0,0,0,0,0,0,0,1,1,0
International - Women's World Cup,2023,3901735,10:30:00.000,Nigeria Women's,0,0,Round of 16,0,0,0,0,0,0,0,0,1,0,1,0
International - Women's World Cup,2023,3901736,13:30:00.000,Australia Women's,2,0,Round of 16,2,1,1,0,1,0,0,0,0,0,0,0
International - Women's World Cup,2023,3901736,13:30:00.000,Denmark Women's,0,2,Round of 16,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3901796,05:00:00.000,South Africa Women's,0,2,Round of 16,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3901796,05:00:00.000,Netherlands Women's,2,0,Round of 16,2,1,1,0,1,0,0,0,1,1,0,0
International - Women's World Cup,2023,3901797,12:00:00.000,United States Women's,0,0,Round of 16,0,0,0,0,0,0,0,0,3,0,0,1
International - Women's World Cup,2023,3901797,12:00:00.000,Sweden Women's,0,0,Round of 16,0,0,0,0,0,0,0,0,3,1,1,0
International - Women's World Cup,2023,3901832,11:00:00.000,Jamaica Women's,0,1,Round of 16,-1,0,0,0,0,0,0,0,0,0,0,0
International - Women's World Cup,2023,3901832,11:00:00.000,Colombia Women's,1,0,Round of 16,1,1,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2023,3901833,14:00:00.000,Morocco Women's,0,4,Round of 16,-4,0,0,3,-3,0,1,0,0,0,0,0
International - Women's World Cup,2023,3901833,14:00:00.000,France Women's,4,0,Round of 16,4,1,3,0,3,0,0,0,2,1,0,0
International - Women's World Cup,2023,3902239,10:30:00.000,Sweden Women's,2,1,Quarter-finals,1,1,1,0,1,0,0,0,1,0,1,0
International - Women's World Cup,2023,3902239,10:30:00.000,Japan Women's,1,2,Quarter-finals,-1,0,0,1,-1,0,1,0,1,0,0,0
International - Women's World Cup,2023,3902240,04:00:00.000,Netherlands Women's,1,2,Quarter-finals,-1,0,0,0,0,0,0,1,0,1,0,0
International - Women's World Cup,2023,3902240,04:00:00.000,Spain Women's,2,1,Quarter-finals,1,1,0,0,0,0,0,0,0,2,0,0
International - Women's World Cup,2023,3902967,13:30:00.000,Colombia Women's,1,2,Quarter-finals,-1,0,1,0,1,0,0,0,1,0,0,0
International - Women's World Cup,2023,3902967,13:30:00.000,England Women's,2,1,Quarter-finals,1,1,0,1,-1,0,1,0,0,2,0,0
International - Women's World Cup,2023,3902968,10:00:00.000,Australia Women's,0,0,Quarter-finals,0,0,0,0,0,0,0,0,2,2,1,0
International - Women's World Cup,2023,3902968,10:00:00.000,France Women's,0,0,Quarter-finals,0,0,0,0,0,0,0,0,1,2,3,0
International - Women's World Cup,2023,3904628,11:00:00.000,Sweden Women's,1,2,Semi-finals,-1,0,0,0,0,0,0,0,0,1,0,0
International - Women's World Cup,2023,3904628,11:00:00.000,Spain Women's,2,1,Semi-finals,1,1,0,0,0,0,0,0,0,1,1,0
International - Women's World Cup,2023,3904629,13:00:00.000,England Women's,3,1,Semi-finals,2,1,1,0,1,0,0,0,1,2,0,0
International - Women's World Cup,2023,3904629,13:00:00.000,Australia Women's,1,3,Semi-finals,-2,0,0,1,-1,0,1,0,0,1,0,0
International - Women's World Cup,2023,3906389,11:00:00.000,Sweden Women's,2,0,3rd Place Final,2,1,1,0,1,0,0,0,1,1,0,0
International - Women's World Cup,2023,3906389,11:00:00.000,Australia Women's,0,2,3rd Place Final,-2,0,0,1,-1,0,1,0,0,0,0,0
International - Women's World Cup,2023,3906390,13:00:00.000,Spain Women's,1,0,Final,1,1,1,0,1,0,0,0,0,0,1,0
International - Women's World Cup,2023,3906390,13:00:00.000,England Women's,0,1,Final,-1,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920384,22:00:00.000,Cte d'Ivoire,2,0,Group Stage,2,1,1,0,1,0,0,0,1,1,0,0
Africa - African Cup of Nations,2023,3920384,22:00:00.000,Guinea-Bissau,0,2,Group Stage,-2,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920385,19:00:00.000,Egypt,2,2,Group Stage,0,0,1,0,1,0,0,1,0,1,0,0
Africa - African Cup of Nations,2023,3920385,19:00:00.000,Mozambique,2,2,Group Stage,0,0,0,1,-1,0,1,0,1,0,0,0
Africa - African Cup of Nations,2023,3920386,16:00:00.000,Nigeria,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920386,16:00:00.000,Equatorial Guinea,1,1,Group Stage,0,0,1,1,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920387,22:00:00.000,Ghana,1,2,Group Stage,-1,0,0,1,-1,0,1,0,0,0,1,0
Africa - African Cup of Nations,2023,3920387,22:00:00.000,Cape Verde Islands,2,1,Group Stage,1,1,1,0,1,0,0,1,1,1,0,0
Africa - African Cup of Nations,2023,3920388,16:00:00.000,Senegal,3,0,Group Stage,3,1,1,0,1,0,0,0,3,0,0,0
Africa - African Cup of Nations,2023,3920388,16:00:00.000,Gambia,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920389,19:00:00.000,Guinea,1,1,Group Stage,0,0,1,0,1,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920389,19:00:00.000,Cameroon,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Africa - African Cup of Nations,2023,3920390,22:00:00.000,Angola,1,1,Group Stage,0,0,0,1,-1,0,1,0,0,1,0,0
Africa - African Cup of Nations,2023,3920390,22:00:00.000,Algeria,1,1,Group Stage,0,0,1,0,1,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920391,22:00:00.000,Mali,2,0,Group Stage,2,1,0,0,0,0,0,0,0,1,1,0
Africa - African Cup of Nations,2023,3920391,22:00:00.000,South Africa,0,2,Group Stage,-2,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920392,16:00:00.000,Burkina Faso,1,0,Group Stage,1,1,0,0,0,0,0,1,0,1,0,0
Africa - African Cup of Nations,2023,3920392,16:00:00.000,Mauritania,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920393,19:00:00.000,Tunisia,0,1,Group Stage,-1,0,0,0,0,0,0,0,0,0,0,0
Africa - African Cup of Nations,2023,3920393,19:00:00.000,Namibia,1,0,Group Stage,1,1,0,0,0,0,0,0,0,1,0,0
Africa - African Cup of Nations,2023,3920394,19:00:00.000,Morocco,3,0,Group Stage,3,1,1,0,1,0,0,0,1,1,1,0
Africa - African Cup of Nations,2023,3920394,19:00:00.000,Tanzania,0,3,Group Stage,-3,0,0,1,-1,0,1,0,0,0,0,0
Africa - African Cup of Nations,2023,3920395,22:00:00.000,Zambia,1,1,Group Stage,0,0,1,1,0,0,0,0,1,0,0,0
